timestamp,cpu,memory,request_rate,network,latency,resource_count
2026-01-01 13:17:00,56.28,54.84,181.32,17.92,24.97,2
2026-01-01 13:18:00,55.07,53.98,184.63,14.81,26.58,2
2026-01-01 13:19:00,55.1,56.67,184.4,13.3,25.95,2
2026-01-01 13:20:00,56.74,54.69,184.19,16.88,27.32,2
2026-01-01 13:21:00,57.24,52.79,188.55,13.96,24.85,2
2026-01-01 13:22:00,58.05,54.53,185.29,15.1,27.47,2
2026-01-01 13:23:00,60.67,56.59,185.34,15.37,25.63,2
2026-01-01 13:24:00,56.87,57.36,182.6,15.42,27.44,2
2026-01-01 13:25:00,59.01,56.86,180.22,16.35,25.59,2
2026-01-01 13:26:00,58.02,53.61,178.66,14.16,26.5,2
2026-01-01 13:27:00,55.96,59.55,179.88,14.88,27.28,2
2026-01-01 13:28:00,53.8,54.36,177.49,15.07,24.39,2
2026-01-01 13:29:00,54.56,56.65,183.97,15.86,25.15,2
2026-01-01 13:30:00,56.39,54.43,179.18,15.38,27.08,2
2026-01-01 13:31:00,55.95,55.65,178.31,15.81,24.87,2
2026-01-01 13:32:00,57.97,56.97,176.25,16.25,23.45,2
2026-01-01 13:33:00,55.37,56.82,183.78,16.21,28.18,2
2026-01-01 13:34:00,55.88,56.67,184.46,16.36,24.35,2
2026-01-01 13:35:00,54.69,55.89,189.27,13.71,25.08,2
2026-01-01 13:36:00,55.77,53.89,181.1,15.47,26.77,2
2026-01-01 13:37:00,57.35,53.93,182.34,16.22,24.41,2
2026-01-01 13:38:00,56.71,55.51,186.61,16.95,23.7,2
2026-01-01 13:39:00,53.01,55.42,186.49,14.81,24.92,2
2026-01-01 13:40:00,55.14,53.85,191.3,15.27,22.24,2
2026-01-01 13:41:00,56.65,56.96,187.81,15.1,24.76,2
2026-01-01 13:42:00,58.02,58.21,194.23,17.31,25.81,2
2026-01-01 13:43:00,60.89,54.48,204.58,18.94,25.56,2
2026-01-01 13:44:00,59.03,53.99,200.8,16.46,23.31,2
2026-01-01 13:45:00,60.17,55.78,196.91,18.1,28.22,2
2026-01-01 13:46:00,62.1,57.35,202.83,17.43,26.33,2
2026-01-01 13:47:00,59.32,54.71,208.9,17.57,27.82,2
2026-01-01 13:48:00,60.31,58.81,203.97,17.02,25.47,2
2026-01-01 13:49:00,59.45,56.65,199.95,18.12,24.38,2
2026-01-01 13:50:00,59.3,55.84,196.95,17.23,26.08,2
2026-01-01 13:51:00,59.29,52.88,188.87,19.47,25.35,2
2026-01-01 13:52:00,57.66,52.55,183.57,14.32,23.61,2
2026-01-01 13:53:00,55.94,55.14,178.26,15.93,27.27,2
2026-01-01 13:54:00,55.63,50.21,174.56,14.04,24.08,2
2026-01-01 13:55:00,53.77,55.84,174.82,13.56,21.92,2
2026-01-01 13:56:00,52.67,53.12,176.41,14.98,26.47,2
2026-01-01 13:57:00,55.17,60.79,184.45,15.88,24.17,2
2026-01-01 13:58:00,53.67,58.4,179.1,19.6,23.75,2
2026-01-01 13:59:00,55.77,54.16,184.09,15.37,22.39,2
2026-01-01 14:00:00,56.73,54.64,182.7,13.83,27.82,2
2026-01-01 14:01:00,54.05,55.91,182.23,15.9,22.79,2
2026-01-01 14:02:00,54.09,57.34,185.43,12.65,24.82,2
2026-01-01 14:03:00,56.51,51.5,179.38,15.11,26.54,2
2026-01-01 14:04:00,54.95,50.66,181.34,15.44,25.52,2
2026-01-01 14:05:00,54.77,52.92,182.07,16.67,24.77,2
2026-01-01 14:06:00,56.2,55.83,184.36,17.13,22.56,2
2026-01-01 14:07:00,57.69,56.18,185.46,15.01,24.17,2
2026-01-01 14:08:00,57.93,57.41,197.3,16.54,25.71,2
2026-01-01 14:09:00,57.25,52.64,192.73,15.23,24.12,2
2026-01-01 14:10:00,59.58,51.22,189.05,14.38,26.03,2
2026-01-01 14:11:00,61.3,58.17,185.21,16.21,27.06,2
2026-01-01 14:12:00,61.05,54.71,182.02,13.56,27.43,2
2026-01-01 14:13:00,59.32,51.73,178.67,14.57,23.84,2
2026-01-01 14:14:00,57.28,55.34,184.72,14.21,28.6,2
2026-01-01 14:15:00,56.39,56.32,191.45,17.1,26.3,2
2026-01-01 14:16:00,57.57,54.91,187.68,18.65,25.36,2
2026-01-01 14:17:00,57.85,54.33,182.9,13.59,27.05,2
2026-01-01 14:18:00,59.66,55.56,185.03,12.95,29.29,2
2026-01-01 14:19:00,59.48,55.08,181.86,15.27,23.55,2
2026-01-01 14:20:00,56.35,52.03,184.88,15.74,24.81,2
2026-01-01 14:21:00,58.19,53.94,185.5,16.1,21.91,2
2026-01-01 14:22:00,55.75,55.56,177.48,14.42,25.32,2
2026-01-01 14:23:00,55.64,55.12,185.42,15.46,25.56,2
2026-01-01 14:24:00,57.12,55.33,193.97,17.04,25.22,2
2026-01-01 14:25:00,60.41,54.15,189.79,17.69,24.89,2
2026-01-01 14:26:00,64.02,57.05,187.07,12.97,23.45,2
2026-01-01 14:27:00,62.68,52.58,187.93,15.42,26.84,2
2026-01-01 14:28:00,60.7,56.6,188.97,16.38,28.11,2
2026-01-01 14:29:00,60.66,59.09,191.54,14.9,25.03,2
2026-01-01 14:30:00,61.81,53.68,200.67,19.65,26.79,2
2026-01-01 14:31:00,60.56,55.03,198.13,15.89,23.55,2
2026-01-01 14:32:00,62.55,57.55,192.69,16.32,26.94,2
2026-01-01 14:33:00,60.94,58.83,184.78,16.54,25.38,2
2026-01-01 14:34:00,60.01,55.11,180.74,14.48,24.66,2
2026-01-01 14:35:00,59.64,54.49,180.52,12.57,24.59,2
2026-01-01 14:36:00,59.66,51.94,189.45,15.46,25.15,2
2026-01-01 14:37:00,60.06,56.23,186.1,17.36,26.39,2
2026-01-01 14:38:00,58.19,59.45,186.73,15.37,23.51,2
2026-01-01 14:39:00,57.01,55.51,186.11,14.55,24.67,2
2026-01-01 14:40:00,55.82,54.49,191.57,17.67,24.98,2
2026-01-01 14:41:00,58.17,56.0,203.28,16.78,23.82,2
2026-01-01 14:42:00,59.89,55.94,198.76,16.13,28.48,2
2026-01-01 14:43:00,60.25,54.46,194.81,16.78,24.57,2
2026-01-01 14:44:00,62.6,58.56,198.85,18.06,25.26,2
2026-01-01 14:45:00,61.73,57.06,200.75,20.64,24.64,2
2026-01-01 14:46:00,62.71,56.98,208.32,18.95,28.99,2
2026-01-01 14:47:00,60.75,54.31,208.98,19.5,26.76,2
2026-01-01 14:48:00,60.25,58.69,204.86,16.65,24.44,2
2026-01-01 14:49:00,61.61,57.89,205.83,15.96,27.75,2
2026-01-01 14:50:00,62.97,55.93,209.3,17.88,26.64,2
2026-01-01 14:51:00,62.27,58.8,211.06,18.1,26.59,2
2026-01-01 14:52:00,62.14,55.76,211.11,16.33,25.67,2
2026-01-01 14:53:00,60.09,54.47,213.96,17.92,24.69,2
2026-01-01 14:54:00,60.72,54.73,217.09,19.05,26.44,2
2026-01-01 14:55:00,63.28,53.6,221.03,19.33,25.57,2
2026-01-01 14:56:00,64.46,58.5,220.99,19.54,29.33,2
2026-01-01 14:57:00,64.83,54.03,216.88,18.87,24.77,2
2026-01-01 14:58:00,64.24,55.03,214.66,17.49,28.87,2
2026-01-01 14:59:00,64.02,53.26,217.92,17.75,26.36,2
2026-01-01 15:00:00,62.38,56.66,210.8,16.12,26.68,2
2026-01-01 15:01:00,63.31,56.86,210.18,20.54,27.65,2
2026-01-01 15:02:00,63.19,56.46,205.8,17.51,25.43,2
2026-01-01 15:03:00,63.08,54.99,203.88,16.99,27.65,2
2026-01-01 15:04:00,61.8,54.29,208.36,16.32,22.06,2
2026-01-01 15:05:00,58.43,56.38,207.05,22.0,24.44,2
2026-01-01 15:06:00,60.99,55.24,205.12,15.82,24.59,2
2026-01-01 15:07:00,59.66,56.52,196.31,16.04,23.86,2
2026-01-01 15:08:00,58.4,53.67,198.73,17.52,25.19,2
2026-01-01 15:09:00,60.03,56.37,200.46,17.94,26.38,2
2026-01-01 15:10:00,60.11,58.64,209.64,19.26,26.87,2
2026-01-01 15:11:00,62.06,57.89,205.73,20.2,26.53,2
2026-01-01 15:12:00,62.6,56.08,204.77,18.16,25.27,2
2026-01-01 15:13:00,63.0,57.56,204.03,15.76,26.89,2
2026-01-01 15:14:00,60.6,55.73,210.0,17.46,26.09,2
2026-01-01 15:15:00,62.71,56.96,207.12,18.07,27.69,2
2026-01-01 15:16:00,62.6,56.26,206.35,20.64,27.43,2
2026-01-01 15:17:00,61.64,56.25,207.28,15.52,26.14,2
2026-01-01 15:18:00,61.7,57.02,206.03,19.32,24.76,2
2026-01-01 15:19:00,58.56,53.51,201.72,17.42,24.56,2
2026-01-01 15:20:00,59.75,53.88,200.95,18.34,24.93,2
2026-01-01 15:21:00,58.62,52.74,204.64,17.24,25.08,2
2026-01-01 15:22:00,56.9,51.71,197.54,15.53,25.64,2
2026-01-01 15:23:00,55.48,51.98,196.8,17.85,26.06,2
2026-01-01 15:24:00,58.17,55.68,191.95,17.3,25.39,2
2026-01-01 15:25:00,57.65,53.39,196.97,18.2,25.4,2
2026-01-01 15:26:00,59.93,57.0,188.0,15.96,26.0,2
2026-01-01 15:27:00,58.07,55.4,184.57,14.79,24.68,2
2026-01-01 15:28:00,55.21,50.39,186.09,13.48,23.55,2
2026-01-01 15:29:00,54.75,55.47,193.43,17.67,22.22,2
2026-01-01 15:30:00,57.88,56.88,192.02,16.96,24.38,2
2026-01-01 15:31:00,57.57,53.16,188.29,14.56,26.07,2
2026-01-01 15:32:00,57.39,55.93,197.03,15.94,24.28,2
2026-01-01 15:33:00,57.73,53.49,188.43,15.32,25.04,2
2026-01-01 15:34:00,57.65,55.37,176.76,12.8,26.08,2
2026-01-01 15:35:00,58.7,53.01,179.22,14.01,26.35,2
2026-01-01 15:36:00,59.7,52.31,176.77,13.32,24.13,2
2026-01-01 15:37:00,57.3,54.29,171.92,13.99,26.81,2
2026-01-01 15:38:00,54.58,53.86,176.11,13.86,26.52,2
2026-01-01 15:39:00,54.29,53.21,177.64,12.66,23.08,2
2026-01-01 15:40:00,54.93,51.86,175.01,17.91,23.65,2
2026-01-01 15:41:00,53.09,52.78,169.01,16.24,26.34,2
2026-01-01 15:42:00,52.27,53.83,174.25,13.64,24.19,2
2026-01-01 15:43:00,53.95,53.79,177.96,15.54,21.38,2
2026-01-01 15:44:00,54.43,54.41,177.63,15.72,22.7,2
2026-01-01 15:45:00,55.52,53.09,187.05,17.69,24.62,2
2026-01-01 15:46:00,54.63,56.46,181.14,14.17,23.09,2
2026-01-01 15:47:00,54.3,51.65,173.42,16.38,24.15,2
2026-01-01 15:48:00,52.84,54.47,170.48,13.67,24.56,2
2026-01-01 15:49:00,54.66,56.49,171.02,12.53,27.03,2
2026-01-01 15:50:00,56.19,55.63,172.95,15.79,24.68,2
2026-01-01 15:51:00,52.81,53.08,172.31,16.58,26.12,2
2026-01-01 15:52:00,52.16,52.2,174.69,18.73,26.53,2
2026-01-01 15:53:00,50.48,54.74,168.85,12.55,26.24,2
2026-01-01 15:54:00,51.22,50.08,176.96,16.09,24.65,2
2026-01-01 15:55:00,52.55,51.45,176.8,14.41,21.51,2
2026-01-01 15:56:00,51.77,52.32,182.64,16.7,25.01,2
2026-01-01 15:57:00,52.15,55.73,184.14,13.45,25.96,2
2026-01-01 15:58:00,52.42,54.11,186.09,13.92,24.31,2
2026-01-01 15:59:00,54.58,52.17,188.46,14.85,27.44,2
2026-01-01 16:00:00,55.88,53.94,190.02,16.27,26.35,2
2026-01-01 16:01:00,55.71,53.27,192.43,15.39,25.88,2
2026-01-01 16:02:00,57.34,53.65,198.08,17.83,26.95,2
2026-01-01 16:03:00,57.29,57.01,197.62,18.34,25.81,2
2026-01-01 16:04:00,57.81,52.49,199.75,17.88,21.67,2
2026-01-01 16:05:00,60.93,59.54,197.72,19.23,25.22,2
2026-01-01 16:06:00,62.86,58.66,203.51,17.92,28.11,2
2026-01-01 16:07:00,59.79,58.11,198.24,15.03,24.55,2
2026-01-01 16:08:00,61.51,55.6,205.79,19.54,25.74,2
2026-01-01 16:09:00,62.45,56.56,203.53,16.39,24.67,2
2026-01-01 16:10:00,59.48,52.95,194.49,17.9,28.38,2
2026-01-01 16:11:00,60.47,55.11,193.97,18.85,28.41,2
2026-01-01 16:12:00,61.87,57.64,189.45,16.79,24.81,2
2026-01-01 16:13:00,59.04,58.25,192.9,14.15,25.85,2
2026-01-01 16:14:00,57.2,52.81,188.6,14.65,24.28,2
2026-01-01 16:15:00,58.7,54.82,185.68,17.77,26.49,2
2026-01-01 16:16:00,57.87,54.95,175.78,14.69,26.18,2
2026-01-01 16:17:00,57.61,52.37,173.86,14.9,26.59,2
2026-01-01 16:18:00,56.31,55.89,162.23,14.93,25.63,2
2026-01-01 16:19:00,55.09,52.83,155.73,14.28,29.32,2
2026-01-01 16:20:00,52.12,52.85,161.47,14.14,22.84,2
2026-01-01 16:21:00,54.13,53.04,166.88,13.87,22.18,2
2026-01-01 16:22:00,55.85,52.97,170.06,13.99,24.46,2
2026-01-01 16:23:00,54.58,54.09,166.02,15.4,22.47,2
2026-01-01 16:24:00,54.09,53.5,166.9,15.02,22.5,2
2026-01-01 16:25:00,51.62,52.32,167.93,13.89,22.79,2
2026-01-01 16:26:00,52.74,52.0,163.1,15.49,23.11,2
2026-01-01 16:27:00,54.18,54.6,171.97,14.42,23.32,2
2026-01-01 16:28:00,54.51,57.39,177.0,13.77,25.59,2
2026-01-01 16:29:00,56.45,55.04,176.14,13.83,24.4,2
2026-01-01 16:30:00,55.55,56.44,176.58,13.54,24.73,2
2026-01-01 16:31:00,56.41,51.96,177.9,14.71,26.49,2
2026-01-01 16:32:00,53.89,54.18,167.86,16.12,23.55,2
2026-01-01 16:33:00,53.72,51.61,167.59,13.04,24.27,2
2026-01-01 16:34:00,53.22,50.67,165.17,14.32,25.13,2
2026-01-01 16:35:00,53.23,52.15,161.35,12.73,21.67,2
2026-01-01 16:36:00,52.34,55.7,161.44,13.33,20.84,2
2026-01-01 16:37:00,52.86,55.4,171.91,12.35,25.03,2
2026-01-01 16:38:00,54.9,54.7,175.76,14.61,25.62,2
2026-01-01 16:39:00,54.16,50.89,173.25,14.44,27.84,2
2026-01-01 16:40:00,52.16,52.86,176.65,15.83,24.63,2
2026-01-01 16:41:00,57.8,55.83,203.91,17.67,26.63,2
2026-01-01 16:42:00,62.62,57.27,228.22,17.6,25.98,2
2026-01-01 16:43:00,63.11,53.4,247.86,22.69,26.81,2
2026-01-01 16:44:00,67.54,56.86,264.0,22.76,29.66,2
2026-01-01 16:45:00,70.25,59.46,287.17,24.71,24.55,2
2026-01-01 16:46:00,74.66,62.2,308.57,26.21,30.69,2
2026-01-01 16:47:00,79.23,58.34,332.36,27.47,35.7,2
2026-01-01 16:48:00,82.97,63.71,354.54,30.46,34.9,3
2026-01-01 16:49:00,86.26,65.48,378.63,32.9,38.69,3
2026-01-01 16:50:00,89.64,68.07,394.46,30.91,37.07,3
2026-01-01 16:51:00,93.29,69.04,419.89,34.88,39.89,3
2026-01-01 16:52:00,97.14,70.16,439.29,36.96,42.03,3
2026-01-01 16:53:00,98.0,67.7,468.12,40.17,39.11,3
2026-01-01 16:54:00,98.0,65.48,482.43,42.8,40.69,3
2026-01-01 16:55:00,98.0,68.51,500.0,41.34,40.79,3
2026-01-01 16:56:00,98.0,71.3,500.0,41.75,43.67,3
2026-01-01 16:57:00,98.0,72.09,500.0,41.73,43.75,3
2026-01-01 16:58:00,98.0,70.72,500.0,41.3,42.93,3
2026-01-01 16:59:00,98.0,70.16,500.0,41.98,43.68,3
2026-01-01 17:00:00,98.0,70.06,491.29,42.92,42.19,3
2026-01-01 17:01:00,98.0,68.19,468.2,38.22,44.24,3
2026-01-01 17:02:00,98.0,69.04,439.88,38.03,42.45,3
2026-01-01 17:03:00,98.0,72.64,414.97,32.72,42.53,3
2026-01-01 17:04:00,98.0,67.41,401.28,33.27,42.04,3
2026-01-01 17:05:00,98.0,72.53,385.01,32.23,43.47,3
2026-01-01 17:06:00,98.0,68.66,362.0,33.28,41.81,3
2026-01-01 17:07:00,95.34,71.02,337.23,28.25,42.49,3
2026-01-01 17:08:00,90.95,64.02,313.25,23.32,37.01,3
2026-01-01 17:09:00,87.59,66.83,292.06,21.83,35.27,3
2026-01-01 17:10:00,82.01,62.23,262.78,22.39,35.0,3
2026-01-01 17:11:00,78.58,59.67,238.07,21.16,32.02,2
2026-01-01 17:12:00,76.09,62.07,206.68,18.13,30.15,2
2026-01-01 17:13:00,68.34,60.94,186.54,16.11,28.64,2
2026-01-01 17:14:00,61.08,54.69,167.65,15.99,25.08,2
2026-01-01 17:15:00,57.17,52.01,143.03,11.35,24.99,2
2026-01-01 17:16:00,55.68,54.3,149.05,14.01,27.12,2
2026-01-01 17:17:00,52.69,53.27,140.6,9.5,26.79,2
2026-01-01 17:18:00,52.64,54.52,131.63,9.83,26.83,2
2026-01-01 17:19:00,48.44,53.85,131.82,8.49,23.3,2
2026-01-01 17:20:00,49.05,52.05,136.11,11.16,25.68,2
2026-01-01 17:21:00,48.0,55.51,143.24,12.11,22.22,2
2026-01-01 17:22:00,50.52,53.13,139.09,11.99,22.73,2
2026-01-01 17:23:00,52.83,52.8,142.96,12.24,20.98,2
2026-01-01 17:24:00,50.06,49.3,140.93,10.59,26.52,2
2026-01-01 17:25:00,48.4,51.41,138.39,11.48,22.42,2
2026-01-01 17:26:00,49.64,51.7,141.34,9.77,23.75,2
2026-01-01 17:27:00,48.69,53.96,142.89,14.19,22.4,2
2026-01-01 17:28:00,47.9,52.69,133.18,10.86,24.67,2
2026-01-01 17:29:00,47.94,49.42,139.51,11.12,23.07,2
2026-01-01 17:30:00,45.42,51.24,144.85,14.7,21.22,2
2026-01-01 17:31:00,46.28,52.54,139.73,10.01,23.99,2
2026-01-01 17:32:00,45.86,54.11,140.13,10.22,21.1,2
2026-01-01 17:33:00,45.94,52.85,140.99,10.34,22.01,2
2026-01-01 17:34:00,48.87,53.63,140.61,11.85,20.64,2
2026-01-01 17:35:00,46.41,51.37,136.21,12.23,21.22,2
2026-01-01 17:36:00,47.6,52.44,131.56,12.29,23.84,2
2026-01-01 17:37:00,46.66,53.83,130.51,14.95,20.45,2
2026-01-01 17:38:00,46.39,48.57,135.53,8.15,21.13,2
2026-01-01 17:39:00,47.93,51.08,137.01,12.56,23.62,2
2026-01-01 17:40:00,48.03,50.27,133.79,10.54,22.83,2
2026-01-01 17:41:00,48.63,52.78,136.55,10.73,26.74,2
2026-01-01 17:42:00,48.53,54.45,120.98,9.35,26.49,2
2026-01-01 17:43:00,46.91,50.23,126.65,9.4,22.14,2
2026-01-01 17:44:00,44.8,45.9,117.42,12.51,23.9,2
2026-01-01 17:45:00,42.6,49.08,115.81,11.11,23.79,2
2026-01-01 17:46:00,41.19,51.24,110.55,9.43,21.52,2
2026-01-01 17:47:00,45.53,52.01,104.83,10.94,20.95,2
2026-01-01 17:48:00,46.29,52.06,111.85,7.24,23.31,2
2026-01-01 17:49:00,42.78,49.41,110.16,7.37,22.44,2
2026-01-01 17:50:00,40.71,46.69,112.68,6.31,21.67,2
2026-01-01 17:51:00,42.1,50.76,113.03,8.56,23.24,2
2026-01-01 17:52:00,43.3,48.49,115.97,10.1,21.67,2
2026-01-01 17:53:00,44.14,54.82,116.68,10.07,21.22,2
2026-01-01 17:54:00,43.04,51.21,110.53,9.62,22.91,2
2026-01-01 17:55:00,42.93,48.86,116.27,7.77,23.31,2
2026-01-01 17:56:00,43.38,48.96,114.1,10.9,21.04,2
2026-01-01 17:57:00,42.8,49.8,106.79,9.44,24.1,2
2026-01-01 17:58:00,38.89,48.13,105.71,10.08,19.34,2
2026-01-01 17:59:00,39.94,51.21,114.35,6.88,21.32,2
2026-01-01 18:00:00,40.02,49.38,119.06,10.59,21.82,2
2026-01-01 18:01:00,41.49,48.06,117.39,8.2,21.51,2
2026-01-01 18:02:00,46.56,55.08,115.85,9.25,22.53,2
2026-01-01 18:03:00,45.83,51.14,114.57,10.54,26.06,2
2026-01-01 18:04:00,45.1,52.32,125.39,10.79,21.84,2
2026-01-01 18:05:00,46.58,50.09,126.87,9.51,27.05,2
2026-01-01 18:06:00,46.99,52.17,128.47,10.93,24.11,2
2026-01-01 18:07:00,47.48,52.24,132.94,9.0,23.68,2
2026-01-01 18:08:00,48.09,48.05,133.1,13.04,24.37,2
2026-01-01 18:09:00,50.5,56.7,130.76,10.81,27.88,2
2026-01-01 18:10:00,47.15,54.08,128.92,12.64,22.0,2
2026-01-01 18:11:00,47.31,50.76,127.85,10.08,21.83,2
2026-01-01 18:12:00,45.25,48.63,127.03,10.01,22.01,2
2026-01-01 18:13:00,46.36,51.92,130.11,9.91,23.39,2
2026-01-01 18:14:00,44.82,50.86,129.56,12.33,20.48,2
2026-01-01 18:15:00,44.78,51.38,132.46,10.19,23.09,2
2026-01-01 18:16:00,44.84,51.08,131.06,12.11,25.61,2
2026-01-01 18:17:00,46.75,52.37,130.57,10.52,23.64,2
2026-01-01 18:18:00,47.15,54.4,119.73,7.21,23.05,2
2026-01-01 18:19:00,44.48,51.7,124.33,9.71,22.08,2
2026-01-01 18:20:00,44.79,48.58,125.72,8.92,24.41,2
2026-01-01 18:21:00,44.17,53.18,130.25,11.12,21.71,2
2026-01-01 18:22:00,41.87,52.94,114.95,7.99,25.31,2
2026-01-01 18:23:00,42.69,56.25,125.8,12.08,25.59,2
2026-01-01 18:24:00,43.01,47.81,124.63,10.46,23.13,2
2026-01-01 18:25:00,47.69,52.18,129.8,10.77,23.57,2
2026-01-01 18:26:00,47.31,47.4,123.82,11.51,25.06,2
2026-01-01 18:27:00,44.55,51.7,126.58,12.21,24.66,2
2026-01-01 18:28:00,43.56,49.15,120.79,10.24,21.63,2
2026-01-01 18:29:00,45.08,54.63,117.6,8.84,22.32,2
2026-01-01 18:30:00,48.35,50.37,127.37,8.17,21.72,2
2026-01-01 18:31:00,44.86,47.32,125.82,9.67,23.69,2
2026-01-01 18:32:00,42.19,48.82,126.44,9.82,23.59,2
2026-01-01 18:33:00,46.35,47.27,130.28,11.23,21.32,2
2026-01-01 18:34:00,46.95,52.93,131.94,10.7,22.77,2
2026-01-01 18:35:00,45.43,46.77,131.73,12.23,21.16,2
2026-01-01 18:36:00,46.62,51.37,132.62,10.35,22.04,2
2026-01-01 18:37:00,43.4,46.03,143.63,12.12,23.64,2
2026-01-01 18:38:00,45.12,50.15,141.45,13.8,22.02,2
2026-01-01 18:39:00,46.67,54.62,140.74,12.48,22.95,2
2026-01-01 18:40:00,48.82,52.81,144.33,12.18,21.35,2
2026-01-01 18:41:00,47.57,49.92,147.91,11.67,23.84,2
2026-01-01 18:42:00,48.66,51.97,151.62,11.94,23.69,2
2026-01-01 18:43:00,47.9,51.8,152.28,11.67,22.53,2
2026-01-01 18:44:00,48.6,52.95,143.98,11.43,23.46,2
2026-01-01 18:45:00,47.76,48.98,150.23,13.9,23.87,2
2026-01-01 18:46:00,47.38,52.77,142.08,11.74,22.31,2
2026-01-01 18:47:00,46.23,45.77,141.83,10.03,21.11,2
2026-01-01 18:48:00,47.57,50.39,136.31,14.24,26.27,2
2026-01-01 18:49:00,48.63,51.05,134.68,11.93,22.8,2
2026-01-01 18:50:00,47.72,52.97,135.15,9.38,23.44,2
2026-01-01 18:51:00,47.56,51.69,135.55,10.86,25.08,2
2026-01-01 18:52:00,45.29,48.04,136.41,11.76,28.45,2
2026-01-01 18:53:00,46.01,49.13,143.17,14.73,21.42,2
2026-01-01 18:54:00,46.88,51.81,143.58,10.54,24.11,2
2026-01-01 18:55:00,51.24,52.78,140.48,13.4,23.16,2
2026-01-01 18:56:00,48.69,50.88,143.66,14.31,22.96,2
2026-01-01 18:57:00,51.19,51.95,147.71,11.61,23.13,2
2026-01-01 18:58:00,51.52,54.42,139.36,11.43,22.59,2
2026-01-01 18:59:00,50.77,51.73,140.8,10.41,24.08,2
2026-01-01 19:00:00,52.62,53.24,142.64,11.82,22.26,2
2026-01-01 19:01:00,51.52,57.37,139.34,11.79,25.69,2
2026-01-01 19:02:00,51.2,50.07,144.67,13.29,24.3,2
2026-01-01 19:03:00,50.13,48.84,141.95,13.7,24.66,2
2026-01-01 19:04:00,51.28,54.52,140.82,10.85,23.53,2
2026-01-01 19:05:00,51.66,51.72,138.29,8.8,23.75,2
2026-01-01 19:06:00,49.22,51.59,136.9,11.6,24.29,2
2026-01-01 19:07:00,46.12,49.58,130.07,11.5,21.56,2
2026-01-01 19:08:00,45.22,50.31,122.06,10.75,22.6,2
2026-01-01 19:09:00,44.28,53.7,129.87,10.55,21.68,2
2026-01-01 19:10:00,44.43,52.15,124.85,10.8,21.66,2
2026-01-01 19:11:00,46.1,52.86,119.5,12.43,20.13,2
2026-01-01 19:12:00,43.89,47.53,108.77,9.82,24.91,2
2026-01-01 19:13:00,42.92,47.72,106.48,8.49,21.7,2
2026-01-01 19:14:00,42.05,44.04,100.94,7.83,24.31,2
2026-01-01 19:15:00,43.35,48.55,110.68,9.15,24.41,2
2026-01-01 19:16:00,39.96,50.9,116.47,12.36,20.26,2
2026-01-01 19:17:00,40.0,50.03,113.31,9.36,20.57,2
2026-01-01 19:18:00,42.07,49.28,125.11,10.6,26.41,2
2026-01-01 19:19:00,45.22,50.78,129.61,10.29,25.77,2
2026-01-01 19:20:00,44.56,49.22,127.22,12.46,22.97,2
2026-01-01 19:21:00,41.14,49.81,114.14,12.64,22.79,2
2026-01-01 19:22:00,43.5,51.76,126.07,11.39,21.88,2
2026-01-01 19:23:00,42.62,46.69,118.63,10.21,23.32,2
2026-01-01 19:24:00,40.66,49.83,110.52,9.45,21.24,2
2026-01-01 19:25:00,40.64,51.09,116.39,6.32,19.27,2
2026-01-01 19:26:00,42.16,48.93,128.88,12.07,20.61,2
2026-01-01 19:27:00,42.95,51.43,135.09,11.68,22.76,2
2026-01-01 19:28:00,41.18,55.04,136.7,12.26,20.72,2
2026-01-01 19:29:00,44.8,50.47,138.34,10.69,22.96,2
2026-01-01 19:30:00,47.91,52.55,141.14,11.42,22.01,2
2026-01-01 19:31:00,49.15,50.72,143.24,11.56,22.67,2
2026-01-01 19:32:00,47.23,51.89,142.79,13.67,24.78,2
2026-01-01 19:33:00,47.3,52.48,141.49,11.46,23.89,2
2026-01-01 19:34:00,47.5,52.01,139.45,14.98,23.54,2
2026-01-01 19:35:00,48.16,49.82,134.13,12.05,24.99,2
2026-01-01 19:36:00,48.52,52.39,131.59,9.27,24.45,2
2026-01-01 19:37:00,45.99,54.02,122.2,10.19,25.45,2
2026-01-01 19:38:00,45.52,51.83,121.53,9.35,22.5,2
2026-01-01 19:39:00,45.43,52.82,116.47,6.61,22.53,2
2026-01-01 19:40:00,46.5,50.8,111.23,11.85,21.42,2
2026-01-01 19:41:00,47.49,53.12,131.5,12.23,22.9,2
2026-01-01 19:42:00,50.09,53.09,157.7,14.2,25.46,2
2026-01-01 19:43:00,52.35,51.42,180.93,15.63,26.37,2
2026-01-01 19:44:00,56.54,55.42,191.35,14.19,26.62,2
2026-01-01 19:45:00,58.74,53.57,205.33,16.73,22.88,2
2026-01-01 19:46:00,59.94,54.71,229.34,20.76,27.41,2
2026-01-01 19:47:00,65.1,58.16,243.31,19.1,23.96,2
2026-01-01 19:48:00,68.66,59.63,261.44,18.42,28.71,2
2026-01-01 19:49:00,70.81,57.41,283.49,23.76,27.48,2
2026-01-01 19:50:00,73.14,62.71,297.68,25.09,30.32,2
2026-01-01 19:51:00,77.22,63.17,317.59,27.2,29.43,2
2026-01-01 19:52:00,81.0,61.94,330.21,29.16,35.19,3
2026-01-01 19:53:00,84.24,61.41,346.97,30.45,32.95,3
2026-01-01 19:54:00,88.01,65.52,368.49,31.71,36.14,3
2026-01-01 19:55:00,93.37,66.79,380.22,34.11,38.49,3
